City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
272,ouesso,76,CG,1529905098,97,1.61,16.05,72.29,2.59
273,doha,0,QA,1529902800,25,25.29,51.53,98.6,5.82
274,novyy urengoy,8,RU,1529905099,96,66.08,76.63,73.19,4.94
275,starkville,75,US,1529903700,88,33.45,-88.82,78.8,3.27
276,norman wells,75,CA,1529902800,81,65.28,-126.83,50.0,3.15
277,cabo san lucas,5,MX,1529901720,65,22.89,-109.91,78.8,4.7
278,mossendjo,24,CG,1529905099,95,-2.95,12.72,69.41,2.71
279,praya,40,ID,1529904600,55,-8.71,116.27,87.8,16.11
280,ormara,0,PK,1529905100,83,25.21,64.64,88.04,10.2
281,alekseyevsk,12,RU,1529905100,51,57.84,108.35,75.8,9.19
282,tilichiki,24,RU,1529905101,78,60.47,166.1,57.26,3.6
283,hachinohe,0,JP,1529905101,49,40.47,141.48,69.5,10.09
284,vestnes,75,NO,1529902200,82,62.63,7.09,55.4,9.17
285,letnyaya stavka,0,RU,1529905101,42,45.43,43.44,85.88,8.41
286,uray,0,RU,1529905102,57,60.13,64.8,70.58,8.97
287,haapiti,20,PF,1529904600,74,-17.57,-149.87,78.8,2.24
288,morondava,0,MG,1529905102,81,-20.3,44.28,71.84,4.05
289,ucluelet,92,CA,1529905102,100,48.94,-125.55,50.96,1.36
290,kavieng,20,PG,1529905102,100,-2.57,150.8,84.17,5.73
291,haines junction,68,CA,1529905103,42,60.75,-137.51,49.61,2.15
292,mayo,90,CA,1529902800,93,63.59,-135.9,53.6,2.24
293,paramirim,36,BR,1529905103,94,-13.44,-42.24,56.9,7.4
294,mizdah,0,LY,1529905103,54,31.45,12.98,74.09,3.71
295,orel,0,UA,1529902800,77,47.02,29.78,60.8,3.36
296,skovorodino,92,RU,1529905104,97,53.99,123.94,59.33,7.96
297,lodja,24,CD,1529905104,95,-3.52,23.6,68.96,3.04
298,atar,0,MR,1529905104,37,20.52,-13.05,74.36,7.63
299,marigot,0,HT,1529905105,98,18.23,-72.32,81.2,18.7
300,dwarka,20,IN,1529902800,35,28.58,77.04,100.4,9.17
301,mildura,20,AU,1529905074,77,-34.18,142.16,51.14,6.17
302,gornopravdinsk,80,RU,1529905105,64,60.06,69.92,66.8,6.96
303,visnes,90,NO,1529902200,100,59.36,5.22,53.6,11.41
304,muzhi,44,RU,1529905106,86,65.4,64.7,62.21,2.04
305,montgomery,40,US,1529902560,83,32.37,-86.3,80.6,3.36
306,heyang,76,CN,1529905106,93,26.1,107.47,72.74,8.08
307,novosysoyevka,92,RU,1529905107,63,44.23,133.36,70.04,3.83
308,fukue,0,JP,1529902800,69,35.03,136.69,82.4,11.41
309,laguna,0,MX,1529905107,56,27.52,-110.01,80.93,2.59
310,coquimbo,0,CL,1529902800,93,-29.95,-71.34,46.4,4.7
311,daultala,20,PK,1529902800,32,33.19,73.14,96.8,6.93
312,sangar,92,RU,1529905108,84,63.92,127.47,61.4,2.93
313,luderitz,64,NA,1529905108,100,-26.65,15.16,50.33,8.52
314,quartucciu,0,IT,1529902500,93,39.25,9.18,69.8,6.93
315,cleethorpes,0,GB,1529902200,93,53.56,-0.03,57.2,5.82
316,belyy yar,0,RU,1529902800,40,53.6,91.39,87.8,4.47
317,salekhard,32,RU,1529905110,71,66.54,66.62,60.32,3.15
318,nkoteng,88,CM,1529905110,100,4.5,12.12,67.61,4.16
319,kalulushi,56,ZM,1529905111,63,-12.84,28.09,57.71,8.75
320,sept-iles,75,CA,1529902800,87,50.2,-66.38,46.4,2.26
321,hackettstown,1,US,1529903700,83,40.85,-74.83,71.6,4.7
322,birjand,0,IR,1529902800,13,32.86,59.22,84.2,11.41
323,guerrero negro,0,MX,1529905112,95,27.97,-114.04,62.39,6.73
324,tessalit,92,ML,1529905112,18,20.2,1.01,90.02,4.05
325,miles city,1,US,1529902380,93,46.41,-105.84,64.4,3.36
326,bikaner,0,IN,1529905113,41,28.02,73.32,101.81,9.98
327,sao joao da barra,0,BR,1529905113,97,-21.64,-41.05,74.36,15.68
328,saint george,75,GR,1529902200,82,39.45,22.34,66.2,4.05
329,barberton,75,US,1529903820,82,41.01,-81.61,66.2,4.7
330,evensk,24,RU,1529905114,83,61.92,159.24,52.31,6.96
331,corvallis,1,US,1529903700,77,44.56,-123.26,62.6,20.8
332,bethel,1,US,1529902380,63,60.79,-161.76,60.8,5.82
333,tautira,20,PF,1529904600,74,-17.73,-149.15,78.8,2.24
334,tarana,0,AU,1529905115,68,-33.53,149.91,47.72,1.03
335,hutang,0,CN,1529905115,70,29.22,119.85,91.91,3.83
336,tarko-sale,8,RU,1529905115,68,64.92,77.78,75.26,6.62
337,mombetsu,75,JP,1529902800,87,44.35,143.35,50.0,13.87
338,dudinka,24,RU,1529905116,63,69.41,86.18,76.16,6.51
339,portland,90,US,1529902560,49,45.52,-122.67,71.6,10.29
340,freeport,92,BS,1529905117,100,26.54,-78.7,80.21,12.77
341,jijiga,12,ET,1529905014,62,9.35,42.8,70.31,6.62
342,vao,76,EE,1529905117,97,59.1,26.19,56.72,11.21
343,katobu,92,ID,1529905117,100,-4.94,122.53,74.09,1.48
344,staraya poltavka,20,RU,1529905118,33,50.48,46.48,88.31,4.27
345,hualmay,32,PE,1529905118,93,-11.1,-77.61,50.78,1.81
346,sao felix do xingu,0,BR,1529905118,66,-6.64,-51.99,75.26,2.37
347,moose jaw,20,CA,1529902800,88,50.4,-105.54,62.6,8.05
348,nouadhibou,0,MR,1529902800,77,20.93,-17.03,68.0,17.22
349,abu dhabi,0,AE,1529902800,49,24.47,54.37,93.2,10.29
350,kjopsvik,90,NO,1529902200,100,68.1,16.37,46.4,6.93
351,yatou,75,CM,1529902800,94,3.63,9.81,75.2,2.24
352,orocue,92,CO,1529905119,100,4.79,-71.34,70.58,3.94
353,ankpa,64,NG,1529905120,97,7.37,7.63,73.28,6.85
354,sobolevo,0,RU,1529905120,79,54.43,31.9,61.31,9.98
355,bambous virieux,75,MU,1529902800,78,-20.34,57.76,71.6,13.87
356,coihaique,0,CL,1529902800,71,-45.58,-72.07,39.2,6.93
357,great falls,1,US,1529902680,87,47.5,-111.29,64.4,9.17
358,staraya toropa,0,RU,1529905121,86,56.28,31.67,60.68,9.75
359,maanshan,40,CN,1529902800,56,31.7,118.5,95.0,11.18
360,madang,12,PG,1529905121,84,-5.21,145.81,81.56,3.94
361,batemans bay,0,AU,1529905121,95,-35.71,150.18,53.57,2.37
362,gravdal,90,NO,1529902200,100,59.79,5.78,51.8,3.36
363,sulangan,0,PH,1529905122,100,11.14,123.72,82.82,1.7
364,rajpipla,92,IN,1529905122,96,21.87,73.5,80.84,7.63
365,jalu,0,LY,1529905123,46,29.03,21.55,77.87,6.96
366,sukhobuzimskoye,0,RU,1529902800,35,56.5,93.28,84.2,11.18
367,pandaria,32,IN,1529905123,70,22.22,81.41,90.29,9.98
368,dongsheng,12,CN,1529905123,70,29.72,112.52,92.63,16.24
369,ust-shonosha,12,RU,1529905124,71,61.15,41.34,78.59,5.06
370,murmashi,0,RU,1529902800,51,68.82,32.82,60.8,4.47
371,mbandaka,92,CD,1529905124,100,0.05,18.26,71.84,1.7
372,leninskoye,0,RU,1529902800,60,54.82,82.85,75.2,4.47
373,erzincan,20,TR,1529902200,60,39.75,39.49,69.8,1.12
374,baturaja,92,ID,1529905125,100,-4.12,104.17,76.16,4.16
375,arlit,24,NE,1529905125,74,18.74,7.39,73.91,5.95
376,flin flon,8,CA,1529904960,78,54.77,-101.88,66.8,6.73
377,fort nelson,75,CA,1529902800,60,58.81,-122.69,68.0,6.93
378,san quintin,40,PH,1529902800,75,17.54,120.52,89.6,9.17
379,klaksvik,32,FO,1529902200,100,62.23,-6.59,50.0,9.17
380,havoysund,0,NO,1529902200,66,71.0,24.66,48.2,9.17
381,kyzyl-suu,8,KG,1529905126,100,42.34,78.0,56.36,0.36
382,madera,1,US,1529902500,53,36.96,-120.06,82.4,8.05
383,ilulissat,88,GL,1529902200,93,69.22,-51.1,35.6,5.82
384,businga,88,CD,1529905127,93,3.34,20.89,70.4,3.49
385,manaia,64,NZ,1529905127,100,-39.55,174.12,49.88,25.52
386,rambha,88,IN,1529905128,86,19.52,85.09,87.05,4.72
387,graciano sanchez,80,MX,1529905128,72,23.92,-99.28,81.29,6.96
388,skibbereen,0,IE,1529902800,66,51.55,-9.27,55.4,5.82
389,male,32,UA,1529905128,76,50.74,33.7,64.28,4.5
390,dali,36,CN,1529905129,72,25.6,100.24,73.73,2.15
391,gazanjyk,0,TM,1529905129,21,39.24,55.52,93.71,3.49
392,kieta,80,PG,1529905129,92,-6.22,155.63,81.83,7.63
393,gazojak,0,TM,1529905129,31,41.19,61.4,88.58,8.75
394,hargeysa,8,SO,1529905130,58,9.56,44.06,74.27,16.91
395,lagoa,40,PT,1529902800,82,37.14,-8.45,64.4,5.82
396,alofi,68,NU,1529902800,94,-19.06,-169.92,75.2,12.75
397,kiunga,32,PG,1529905130,75,-6.12,141.3,83.54,2.71
398,barra do garcas,0,BR,1529905131,67,-15.89,-52.26,57.98,2.59
399,tarboro,1,US,1529904300,88,35.9,-77.54,75.2,3.36
400,washington,75,US,1529903700,100,38.9,-77.04,75.2,8.19
401,mantua,75,IT,1529902800,77,45.16,10.79,64.4,3.36
402,aripuana,12,BR,1529905132,66,-9.17,-60.63,78.14,2.59
403,conway,75,US,1529902560,94,35.09,-92.44,73.4,3.36
404,kavaratti,76,IN,1529905132,100,10.57,72.64,81.38,19.26
405,mitsamiouli,20,KM,1529899200,82,-11.38,43.28,68.0,2.24
406,kayes,8,ML,1529905133,72,14.44,-11.44,78.59,7.29
407,williams lake,90,CA,1529902800,93,52.13,-122.14,50.0,12.75
408,myitkyina,92,MM,1529905133,98,25.38,97.4,77.24,2.71
409,pangnirtung,44,CA,1529905133,99,66.15,-65.72,30.08,8.3
410,hailey,5,US,1529902020,71,43.52,-114.32,57.2,5.82
411,kahului,40,US,1529903580,73,20.89,-156.47,77.0,11.41
412,mazagao,90,BR,1529902800,100,-0.12,-51.29,73.4,5.82
413,talaya,0,RU,1529905135,74,55.79,84.89,77.87,4.16
414,santa maria,92,BR,1529905136,100,-29.69,-53.81,47.9,8.63
415,ola,75,RU,1529902800,60,59.58,151.3,69.8,11.18
416,iracoubo,48,GF,1529905136,94,5.48,-53.21,74.63,3.04
417,ostersund,75,SE,1529902200,87,63.18,14.64,51.8,11.41
418,amapa,44,HN,1529905137,94,15.09,-87.97,69.68,1.36
419,los llanos de aridane,0,ES,1529902800,68,28.66,-17.92,68.0,6.93
420,escanaba,1,US,1529902560,57,45.75,-87.06,51.8,4.7
421,fonte boa,80,BR,1529905138,96,-2.51,-66.09,72.47,2.93
422,maniitsoq,48,GL,1529905138,90,65.42,-52.9,34.4,6.73
423,college,68,US,1529902680,30,64.86,-147.8,68.0,3.36
424,dandong,92,CN,1529905138,51,40.12,124.37,77.33,9.19
425,porto novo,0,BR,1529902800,93,-23.68,-45.44,60.8,2.48
426,mahajanga,20,MG,1529902800,57,-15.72,46.32,75.2,4.7
427,kudahuvadhoo,56,MV,1529905139,100,2.67,72.89,82.28,6.29
428,ca mau,48,VN,1529905139,91,9.18,105.15,85.61,12.33
429,darhan,36,MN,1529905139,50,49.49,105.92,70.49,10.65
430,riihimaki,75,FI,1529902200,93,60.74,24.78,57.2,9.17
431,fairhope,40,US,1529902560,100,30.52,-87.9,82.4,6.17
432,vredendal,68,ZA,1529905140,88,-31.68,18.49,37.73,2.59
433,margate,75,AU,1529902800,62,-43.03,147.26,57.2,10.29
434,roma,0,IT,1529902500,72,41.89,12.48,62.6,3.36
435,samana,36,EC,1529905141,97,0.12,-76.97,69.23,2.37
436,aklavik,75,CA,1529902800,53,68.22,-135.01,50.0,8.05
437,saint-augustin,0,FR,1529902800,63,44.83,-0.61,62.6,9.17
438,bafia,92,CM,1529905142,100,4.74,11.22,68.96,1.7
439,provideniya,90,RU,1529902800,75,64.42,-173.23,46.4,6.71
440,mishan,88,CN,1529905142,82,45.55,131.88,62.84,10.2
441,ittiri,0,IT,1529902200,93,40.59,8.57,60.8,3.36
442,codrington,12,AU,1529905143,75,-28.95,153.24,59.51,4.16
443,kourou,75,GF,1529904600,100,5.16,-52.64,71.6,1.12
444,ketchikan,1,US,1529902560,81,55.34,-131.65,53.6,6.93
445,ahipara,12,NZ,1529905143,99,-35.17,173.16,53.66,18.03
446,chara,75,GR,1529902200,82,39.42,22.43,66.2,4.05
447,ambilobe,88,MG,1529905144,74,-13.19,49.05,69.77,4.83
448,leningradskiy,92,RU,1529905144,84,69.38,178.42,37.91,5.17
449,bosaso,20,SO,1529905144,80,11.28,49.18,91.1,10.76
450,hays,90,US,1529903100,87,38.88,-99.33,62.6,17.22
451,dukat,24,RS,1529905145,76,42.44,22.31,54.56,2.59
452,riberalta,20,BO,1529905145,89,-11.0,-66.08,72.56,1.92
453,the valley,40,AI,1529902800,74,18.22,-63.06,80.6,9.17
454,mitu,0,IR,1529905146,22,36.2,46.09,85.07,2.15
455,buala,76,SB,1529905146,92,-8.15,159.59,82.01,8.08
456,pasuruan,20,ID,1529902800,58,-7.64,112.91,87.8,12.75
457,quelimane,20,MZ,1529902800,93,-17.88,36.89,60.8,2.24
458,udachnyy,68,RU,1529905147,56,66.42,112.4,72.65,5.61
459,salalah,75,OM,1529902200,88,17.01,54.1,82.4,11.41
460,bull savanna,48,JM,1529905147,78,17.89,-77.59,75.53,7.4
461,adre,44,TD,1529905148,69,13.47,22.2,76.34,6.62
462,ugoofaaru,88,MV,1529905148,99,5.67,73.0,82.64,12.77
463,okhotsk,0,RU,1529905148,75,59.36,143.24,59.87,4.38
464,kutum,0,SD,1529905148,41,14.2,24.66,80.39,8.19
465,nome,75,US,1529903700,88,30.04,-94.42,82.4,3.36
466,tubod,48,PH,1529905149,92,8.06,123.79,79.76,3.6
467,phalaborwa,0,ZA,1529905149,73,-23.95,31.14,55.91,2.59
468,celestun,0,MX,1529905149,97,20.87,-90.4,82.01,19.15
469,singkang,75,MY,1529902800,79,2.1,102.8,84.2,2.24
470,abu kamal,0,SY,1529905150,29,34.45,40.92,85.88,8.75
471,maumere,0,ID,1529905150,92,-8.63,122.22,85.16,7.63
472,tacuarembo,56,UY,1529905150,86,-31.73,-55.98,38.36,5.84
473,dvinskoy,48,RU,1529905151,83,62.16,45.12,73.28,5.61
474,pobe,68,BJ,1529905151,95,6.98,2.66,70.4,3.6
475,simeonovgrad,12,BG,1529905151,61,42.03,25.83,68.42,4.72
476,grand-santi,88,GF,1529905151,100,4.27,-54.38,72.2,2.04
477,cap malheureux,75,MU,1529902800,78,-19.98,57.61,71.6,13.87
478,katsuura,40,JP,1529902800,62,33.93,134.5,86.0,9.17
479,faanui,0,PF,1529905152,98,-16.48,-151.75,81.83,17.69
480,trinidad,24,UY,1529905081,75,-33.52,-56.9,32.78,1.59
481,vallenar,0,CL,1529905153,77,-28.58,-70.76,36.38,1.7
482,lakatoro,44,VU,1529905153,87,-16.11,167.42,77.15,10.76
483,zapolyarnyy,0,RU,1529902200,58,69.43,30.82,53.6,2.24
484,pervomaysk,12,RU,1529905153,42,54.87,43.81,82.1,5.39
485,bilibino,48,RU,1529905154,86,68.06,166.44,58.97,2.37
486,basco,75,US,1529902500,88,40.33,-91.2,71.6,6.93
487,antibes,0,FR,1529902800,72,43.58,7.11,64.4,9.17
488,poyarkovo,92,RU,1529905155,68,49.62,128.65,68.87,9.86
489,weyburn,48,CA,1529905155,60,49.67,-103.85,71.93,8.63
490,mattru,92,SL,1529905155,100,7.62,-11.83,70.49,2.93
491,matagami,48,NG,1529905155,93,9.67,8.4,66.08,2.93
492,obihiro,75,JP,1529902800,49,42.92,143.2,68.0,11.41
493,palmer,40,AU,1529902800,46,-34.85,139.16,53.6,9.17
494,tabou,80,CI,1529905156,100,4.42,-7.36,79.13,14.34
495,wellsford,12,NZ,1529905156,99,-36.3,174.52,53.75,18.37
496,junction city,1,US,1529902560,83,39.03,-96.83,71.6,5.82
497,deggendorf,64,DE,1529905157,100,48.83,12.96,53.03,4.38
498,anadyr,75,RU,1529902800,81,64.73,177.51,48.2,20.13
499,kubrat,0,BG,1529905157,84,43.8,26.5,66.35,4.5
500,san jeronimo,12,PE,1529905157,92,-13.65,-73.37,27.2,1.59
501,jatara,0,IN,1529905158,46,25.01,79.05,99.92,10.42
502,raudeberg,75,NO,1529902200,100,61.99,5.14,51.8,8.05
503,mecca,0,SA,1529902800,55,21.43,39.83,91.4,4.83
504,killybegs,0,IE,1529905159,98,54.63,-8.45,52.31,2.71
505,nanortalik,48,GL,1529904962,99,60.14,-45.24,35.75,14.56
506,helsinge,0,DK,1529902200,87,56.02,12.2,62.6,5.82
507,ondjiva,0,AO,1529905160,49,-17.07,15.73,46.28,6.29
508,coffs harbour,0,AU,1529902800,42,-30.3,153.13,64.4,11.41
509,faya,0,SA,1529902800,17,18.39,42.45,78.8,11.41
510,cape coast,56,GH,1529905160,91,5.11,-1.24,70.58,3.83
511,palizada,36,MX,1529905161,82,18.25,-92.09,77.78,10.65
512,candolim,92,IN,1529905161,100,15.52,73.76,74.45,9.98
513,sterling,75,US,1529903700,88,39.0,-77.4,71.6,8.08
514,biak,80,ID,1529905161,93,-0.91,122.88,78.68,2.82
515,kimbe,36,PG,1529905162,98,-5.56,150.15,82.73,10.54
516,yarmouth,0,GB,1529902200,93,50.71,-1.5,55.4,2.24
517,hvide sande,32,DK,1529902200,87,56.01,8.13,55.4,13.87
518,touros,88,BR,1529905162,82,-5.2,-35.46,78.05,14.23
519,husavik,0,CA,1529905163,74,50.56,-96.99,66.08,10.42
520,presidente olegario,0,BR,1529905163,82,-18.42,-46.42,52.85,2.71
521,khash,0,IR,1529905163,10,28.22,61.21,92.72,12.21
522,bloemhof,0,ZA,1529905163,100,-27.65,25.61,40.79,3.38
523,noumea,0,NC,1529904600,60,-22.28,166.46,71.6,10.29
524,tambacounda,0,SN,1529905164,76,13.77,-13.67,74.72,8.75
525,abha,0,SA,1529902800,19,18.22,42.5,78.8,11.41
526,matale,88,LK,1529905164,96,7.47,80.62,74.81,5.39
527,hasaki,20,JP,1529902800,66,35.73,140.83,86.0,13.87
528,bulungu,12,CD,1529905165,94,-4.54,18.6,71.03,4.16
529,houma,88,CN,1529905165,90,35.63,111.36,77.06,0.69
530,san carlos de bariloche,90,AR,1529902800,86,-41.13,-71.31,39.2,12.75
531,nantucket,90,US,1529903700,100,41.28,-70.1,66.2,8.05
532,afrikanda,24,RU,1529905166,66,67.44,32.78,57.98,2.93
533,vostok,44,RU,1529905166,50,46.45,135.83,67.79,2.93
534,sanlucar de barrameda,90,ES,1529902800,82,36.78,-6.35,68.0,6.93
535,hami,64,CN,1529904963,33,42.84,93.51,92.99,10.65
536,gushi,24,CN,1529905168,61,32.17,115.65,95.33,15.46
537,turukhansk,12,RU,1529905168,86,65.8,87.96,71.84,4.61
538,along,92,IN,1529905168,93,28.17,94.8,72.29,1.48
539,xinxiang,68,CN,1529905169,93,35.3,113.88,81.92,2.93
540,homer,90,US,1529902380,71,59.64,-151.54,57.2,8.05
541,devils lake,90,US,1529903700,88,48.11,-98.87,66.2,10.29
542,half moon bay,90,US,1529902800,87,37.46,-122.43,68.0,6.93
543,saint-louis,0,CH,1529902800,93,47.59,7.56,59.0,4.7
544,ornskoldsvik,0,SE,1529902200,58,63.29,18.72,59.0,12.75
545,axim,92,GH,1529905170,97,4.87,-2.24,77.69,12.44
